Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2014,JAN,STATE,26,7,TOTAL,"309,900,000"
2014,JAN,STATE,27,7,TOTAL,"256,400,000"
2014,JAN,STATE,28,7,TOTAL,"117,700,000"
2014,JAN,STATE,29,7,TOTAL,"248,000,000"
2014,JAN,STATE,31,7,TOTAL,"237,400,000"
2014,JAN,STATE,36,7,TOTAL,"125,400,000"
2014,JAN,STATE,37,7,TOTAL,"283,200,000"
2014,JAN,STATE,39,7,TOTAL,"811,900,000"
2014,JAN,STATE,41,7,TOTAL,"61,200,000"
2014,JAN,STATE,,7,TOTAL,"626,100,000"
2014,JAN,STATE,42,7,TOTAL,"657,800,000"
2014,JAN,STATE,45,7,TOTAL,"101,000,000"
2014,JAN,STATE,46,7,TOTAL,"65,200,000"
2014,JAN,STATE,48,7,TOTAL,"434,900,000"
2014,JAN,STATE,49,7,TOTAL,"93,800,000"
2014,JAN,STATE,51,7,TOTAL,"61,300,000"
2014,JAN,STATE,53,7,TOTAL,"161,400,000"
2014,JAN,STATE,55,7,TOTAL,"130,800,000"
2014,JUL,STATE,1,7,TOTAL,"185,100,000"
2014,JUL,STATE,5,7,TOTAL,"264,100,000"
2014,JUL,STATE,6,7,TOTAL,"388,500,000"
2014,JUL,STATE,8,7,TOTAL,"124,600,000"
2014,JUL,STATE,12,7,TOTAL,"198,900,000"
2014,JUL,STATE,13,7,TOTAL,"401,200,000"
2014,JUL,STATE,17,7,TOTAL,"119,800,000"
2014,JUL,STATE,18,7,TOTAL,"659,300,000"
2014,JUL,STATE,19,7,TOTAL,"1,404,600,000"
2014,JUL,STATE,24,7,TOTAL,"67,100,000"
2014,JUL,STATE,26,7,TOTAL,"329,700,000"
2014,JUL,STATE,27,7,TOTAL,"270,800,000"
2014,JUL,STATE,28,7,TOTAL,"112,000,000"
2014,JUL,STATE,29,7,TOTAL,"257,300,000"
2014,JUL,STATE,31,7,TOTAL,"249,100,000"
2014,JUL,STATE,36,7,TOTAL,"126,700,000"
2014,JUL,STATE,37,7,TOTAL,"290,700,000"
2014,JUL,STATE,39,7,TOTAL,"858,400,000"
2014,JUL,STATE,41,7,TOTAL,"64,300,000"
2014,JUL,STATE,,7,TOTAL,"623,600,000"
2014,JUL,STATE,42,7,TOTAL,"638,300,000"
2014,JUL,STATE,45,7,TOTAL,"90,300,000"
2014,JUL,STATE,46,7,TOTAL,"61,600,000"
2014,JUL,STATE,48,7,TOTAL,"436,700,000"
2014,JUL,STATE,49,7,TOTAL,"100,300,000"
2014,JUL,STATE,51,7,TOTAL,"67,100,000"
2014,JUL,STATE,53,7,TOTAL,"169,700,000"
2014,JUL,STATE,55,7,TOTAL,"119,100,000"
2014,JUN,STATE,1,7,TOTAL,"180,900,000"
2014,JUN,STATE,5,7,TOTAL,"251,300,000"
2014,JUN,STATE,6,7,TOTAL,"374,900,000"
2014,JUN,STATE,8,7,TOTAL,"120,000,000"
2014,JUN,STATE,12,7,TOTAL,"188,600,000"
2014,JUN,STATE,13,7,TOTAL,"388,500,000"
2014,JUN,STATE,17,7,TOTAL,"113,500,000"
2014,JUN,STATE,18,7,TOTAL,"641,000,000"
2014,JUN,STATE,19,7,TOTAL,"1,362,800,000"
2014,JUN,STATE,24,7,TOTAL,"65,600,000"
2014,JUN,STATE,26,7,TOTAL,"315,900,000"
2014,JUN,STATE,27,7,TOTAL,"251,200,000"
2014,JUN,STATE,28,7,TOTAL,"108,900,000"
2014,JUN,STATE,29,7,TOTAL,"243,100,000"
2014,JUN,STATE,31,7,TOTAL,"239,500,000"
2014,JUN,STATE,36,7,TOTAL,"122,200,000"
2014,JUN,STATE,37,7,TOTAL,"275,600,000"
2014,JUN,STATE,39,7,TOTAL,"797,900,000"
2014,JUN,STATE,41,7,TOTAL,"62,800,000"
2014,JUN,STATE,,7,TOTAL,"602,600,000"
2014,JUN,STATE,42,7,TOTAL,"615,600,000"
2014,JUN,STATE,45,7,TOTAL,"93,300,000"
2014,JUN,STATE,46,7,TOTAL,"58,900,000"
2014,JUN,STATE,48,7,TOTAL,"418,800,000"
2014,JUN,STATE,49,7,TOTAL,"92,500,000"
2014,JUN,STATE,51,7,TOTAL,"64,600,000"
2014,JUN,STATE,53,7,TOTAL,"158,100,000"
2014,JUN,STATE,55,7,TOTAL,"112,800,000"
2014,MAR,STATE,1,7,TOTAL,"175,800,000"
2014,MAR,STATE,5,7,TOTAL,"253,100,000"
2014,MAR,STATE,6,7,TOTAL,"407,600,000"
2014,MAR,STATE,8,7,TOTAL,"123,400,000"
2014,MAR,STATE,12,7,TOTAL,"206,400,000"
2014,MAR,STATE,13,7,TOTAL,"411,100,000"
2014,MAR,STATE,17,7,TOTAL,"120,600,000"
2014,MAR,STATE,18,7,TOTAL,"674,300,000"
2014,MAR,STATE,19,7,TOTAL,"1,362,400,000"
2014,MAR,STATE,24,7,TOTAL,"66,200,000"
2014,MAR,STATE,26,7,TOTAL,"342,500,000"
2014,MAR,STATE,27,7,TOTAL,"252,400,000"
2014,MAR,STATE,28,7,TOTAL,"119,300,000"
2014,MAR,STATE,29,7,TOTAL,"249,300,000"
2014,MAR,STATE,31,7,TOTAL,"237,100,000"
2014,MAR,STATE,36,7,TOTAL,"125,100,000"
2014,MAR,STATE,37,7,TOTAL,"279,700,000"
2014,MAR,STATE,39,7,TOTAL,"826,800,000"
2014,MAR,STATE,41,7,TOTAL,"58,400,000"
2014,MAR,STATE,,7,TOTAL,"629,700,000"
2014,MAR,STATE,42,7,TOTAL,"641,200,000"
2014,MAR,STATE,45,7,TOTAL,"91,700,000"
2014,MAR,STATE,46,7,TOTAL,"64,600,000"
2014,MAR,STATE,48,7,TOTAL,"437,500,000"
2014,MAR,STATE,49,7,TOTAL,"93,300,000"
2014,MAR,STATE,51,7,TOTAL,"62,700,000"
2014,MAR,STATE,53,7,TOTAL,"163,100,000"
2014,MAR,STATE,55,7,TOTAL,"112,000,000"
2014,MARKETING YEAR,STATE,1,7,TOTAL,"2,125,800,000"
2014,MARKETING YEAR,STATE,5,7,TOTAL,"3,059,700,000"
2014,MARKETING YEAR,STATE,6,7,TOTAL,"4,586,800,000"
2014,MARKETING YEAR,STATE,8,7,TOTAL,"1,444,300,000"
2014,MARKETING YEAR,STATE,12,7,TOTAL,"2,386,800,000"
2014,MARKETING YEAR,STATE,13,7,TOTAL,"4,830,500,000"
2014,MARKETING YEAR,STATE,17,7,TOTAL,"1,406,500,000"
2014,MARKETING YEAR,STATE,18,7,TOTAL,"7,762,000,000"
2014,MARKETING YEAR,STATE,19,7,TOTAL,"16,513,000,000"
2014,MARKETING YEAR,STATE,21,7,TOTAL,"1,218,400,000"
2014,MARKETING YEAR,STATE,22,7,TOTAL,"538,100,000"
2014,MARKETING YEAR,STATE,24,7,TOTAL,"786,700,000"
2014,MARKETING YEAR,STATE,25,7,TOTAL,"41,100,000"
2014,MARKETING YEAR,STATE,26,7,TOTAL,"3,862,900,000"
2014,MARKETING YEAR,STATE,27,7,TOTAL,"3,071,100,000"
2014,MARKETING YEAR,STATE,28,7,TOTAL,"1,354,200,000"
2014,MARKETING YEAR,STATE,29,7,TOTAL,"3,042,200,000"
2014,MARKETING YEAR,STATE,30,7,TOTAL,"141,000,000"
2014,MARKETING YEAR,STATE,31,7,TOTAL,"2,860,400,000"
2014,MARKETING YEAR,STATE,36,7,TOTAL,"1,491,200,000"
2014,MARKETING YEAR,STATE,37,7,TOTAL,"3,377,800,000"
2014,MARKETING YEAR,STATE,39,7,TOTAL,"9,775,900,000"
2014,MARKETING YEAR,STATE,40,7,TOTAL,"710,800,000"
2014,MARKETING YEAR,STATE,41,7,TOTAL,"727,200,000"
2014,MARKETING YEAR,STATE,,7,TOTAL,"4,067,300,000"
2014,MARKETING YEAR,STATE,42,7,TOTAL,"7,647,000,000"
2014,MARKETING YEAR,STATE,45,7,TOTAL,"1,114,900,000"
2014,MARKETING YEAR,STATE,46,7,TOTAL,"751,900,000"
2014,MARKETING YEAR,STATE,47,7,TOTAL,"343,100,000"
2014,MARKETING YEAR,STATE,48,7,TOTAL,"5,107,300,000"
2014,MARKETING YEAR,STATE,49,7,TOTAL,"1,185,700,000"
2014,MARKETING YEAR,STATE,50,7,TOTAL,"42,900,000"
2014,MARKETING YEAR,STATE,51,7,TOTAL,"766,500,000"
2014,MARKETING YEAR,STATE,53,7,TOTAL,"1,952,000,000"
2014,MARKETING YEAR,STATE,54,7,TOTAL,"274,700,000"
2014,MARKETING YEAR,STATE,55,7,TOTAL,"1,448,500,000"
2014,MAY,STATE,1,7,TOTAL,"184,000,000"
2014,MAY,STATE,5,7,TOTAL,"258,000,000"
2014,MAY,STATE,6,7,TOTAL,"388,300,000"
2014,MAY,STATE,8,7,TOTAL,"122,400,000"
2014,MAY,STATE,12,7,TOTAL,"197,100,000"
2014,MAY,STATE,13,7,TOTAL,"410,600,000"
2014,MAY,STATE,17,7,TOTAL,"116,800,000"
2014,MAY,STATE,18,7,TOTAL,"660,000,000"
2014,MAY,STATE,19,7,TOTAL,"1,430,200,000"
2014,MAY,STATE,24,7,TOTAL,"67,600,000"
2014,MAY,STATE,26,7,TOTAL,"323,300,000"
2014,MAY,STATE,27,7,TOTAL,"251,300,000"
2014,MAY,STATE,28,7,TOTAL,"115,700,000"
2014,MAY,STATE,29,7,TOTAL,"258,800,000"
2014,MAY,STATE,31,7,TOTAL,"245,400,000"
2014,MAY,STATE,36,7,TOTAL,"124,600,000"
2014,MAY,STATE,37,7,TOTAL,"282,300,000"
2014,MAY,STATE,39,7,TOTAL,"807,400,000"
2014,MAY,STATE,41,7,TOTAL,"63,000,000"
2014,MAY,STATE,,7,TOTAL,"629,700,000"
2014,MAY,STATE,42,7,TOTAL,"635,100,000"
2014,MAY,STATE,45,7,TOTAL,"97,200,000"
2014,MAY,STATE,46,7,TOTAL,"59,900,000"
2014,MAY,STATE,48,7,TOTAL,"427,100,000"
2014,MAY,STATE,49,7,TOTAL,"94,800,000"
2014,MAY,STATE,51,7,TOTAL,"65,600,000"
2014,MAY,STATE,53,7,TOTAL,"161,900,000"
2014,MAY,STATE,55,7,TOTAL,"119,600,000"
2014,NOV,STATE,1,7,TOTAL,"175,400,000"
2014,NOV,STATE,5,7,TOTAL,"260,000,000"
2014,NOV,STATE,6,7,TOTAL,"363,400,000"
2014,NOV,STATE,8,7,TOTAL,"116,800,000"
2014,NOV,STATE,12,7,TOTAL,"214,900,000"
2014,NOV,STATE,13,7,TOTAL,"415,300,000"
2014,NOV,STATE,17,7,TOTAL,"113,600,000"
2014,NOV,STATE,18,7,TOTAL,"637,600,000"
2014,NOV,STATE,19,7,TOTAL,"1,391,900,000"
2014,NOV,STATE,24,7,TOTAL,"65,700,000"
2014,NOV,STATE,26,7,TOTAL,"317,500,000"
2014,NOV,STATE,27,7,TOTAL,"263,600,000"
2014,NOV,STATE,28,7,TOTAL,"112,400,000"
2014,NOV,STATE,29,7,TOTAL,"263,900,000"
2014,NOV,STATE,31,7,TOTAL,"239,100,000"
2014,NOV,STATE,36,7,TOTAL,"126,800,000"
2014,NOV,STATE,37,7,TOTAL,"295,300,000"
2014,NOV,STATE,39,7,TOTAL,"852,600,000"
2014,NOV,STATE,41,7,TOTAL,"58,200,000"
2014,NOV,STATE,,7,TOTAL,"610,900,000"
2014,NOV,STATE,42,7,TOTAL,"654,200,000"
2014,NOV,STATE,45,7,TOTAL,"92,600,000"
2014,NOV,STATE,46,7,TOTAL,"62,400,000"
2014,NOV,STATE,48,7,TOTAL,"436,300,000"
2014,NOV,STATE,49,7,TOTAL,"111,000,000"
2014,NOV,STATE,51,7,TOTAL,"65,300,000"
2014,NOV,STATE,53,7,TOTAL,"165,700,000"
2014,NOV,STATE,55,7,TOTAL,"129,700,000"
2014,OCT,STATE,1,7,TOTAL,"179,900,000"
2014,OCT,STATE,5,7,TOTAL,"262,900,000"
2014,OCT,STATE,6,7,TOTAL,"377,000,000"
2014,OCT,STATE,8,7,TOTAL,"117,900,000"
2014,OCT,STATE,12,7,TOTAL,"205,700,000"
2014,OCT,STATE,13,7,TOTAL,"417,700,000"
2014,OCT,STATE,17,7,TOTAL,"123,600,000"
2014,OCT,STATE,18,7,TOTAL,"651,400,000"
2014,OCT,STATE,19,7,TOTAL,"1,431,300,000"
2014,OCT,STATE,24,7,TOTAL,"67,000,000"
2014,OCT,STATE,26,7,TOTAL,"327,700,000"
2014,OCT,STATE,27,7,TOTAL,"265,800,000"
2014,OCT,STATE,28,7,TOTAL,"112,200,000"
2014,OCT,STATE,29,7,TOTAL,"263,200,000"
2014,OCT,STATE,31,7,TOTAL,"246,500,000"
2014,OCT,STATE,36,7,TOTAL,"129,100,000"
2014,OCT,STATE,37,7,TOTAL,"292,600,000"
2014,OCT,STATE,39,7,TOTAL,"842,300,000"
2014,OCT,STATE,41,7,TOTAL,"61,300,000"
2014,OCT,STATE,,7,TOTAL,"621,800,000"
2014,OCT,STATE,42,7,TOTAL,"665,500,000"
2014,OCT,STATE,45,7,TOTAL,"96,300,000"
2014,OCT,STATE,46,7,TOTAL,"63,000,000"
2014,OCT,STATE,48,7,TOTAL,"425,200,000"
2014,OCT,STATE,49,7,TOTAL,"113,900,000"
2014,OCT,STATE,51,7,TOTAL,"68,100,000"
2014,OCT,STATE,53,7,TOTAL,"168,800,000"
2014,OCT,STATE,55,7,TOTAL,"123,900,000"
2014,SEP,STATE,1,7,TOTAL,"173,400,000"
2014,SEP,STATE,5,7,TOTAL,"255,000,000"
2014,SEP,STATE,6,7,TOTAL,"356,500,000"
2014,SEP,STATE,8,7,TOTAL,"116,400,000"
2014,SEP,STATE,12,7,TOTAL,"189,600,000"
2014,SEP,STATE,13,7,TOTAL,"395,200,000"
2014,SEP,STATE,17,7,TOTAL,"123,000,000"
2014,SEP,STATE,18,7,TOTAL,"624,000,000"
2014,SEP,STATE,19,7,TOTAL,"1,388,900,000"
2014,SEP,STATE,24,7,TOTAL,"65,300,000"
2014,SEP,STATE,26,7,TOTAL,"326,000,000"
2014,SEP,STATE,27,7,TOTAL,"258,600,000"
2014,SEP,STATE,28,7,TOTAL,"106,800,000"
2014,SEP,STATE,29,7,TOTAL,"263,100,000"
2014,SEP,STATE,31,7,TOTAL,"237,000,000"
2014,SEP,STATE,36,7,TOTAL,"123,400,000"
2014,SEP,STATE,37,7,TOTAL,"277,100,000"
2014,SEP,STATE,39,7,TOTAL,"788,300,000"
2014,SEP,STATE,41,7,TOTAL,"60,500,000"
2014,SEP,STATE,,7,TOTAL,"603,300,000"
2014,SEP,STATE,42,7,TOTAL,"631,700,000"
2014,SEP,STATE,45,7,TOTAL,"88,200,000"
2014,SEP,STATE,46,7,TOTAL,"64,800,000"
2014,SEP,STATE,48,7,TOTAL,"404,900,000"
2014,SEP,STATE,49,7,TOTAL,"107,600,000"
2014,SEP,STATE,51,7,TOTAL,"64,700,000"
2014,SEP,STATE,53,7,TOTAL,"161,800,000"
2014,SEP,STATE,55,7,TOTAL,"118,000,000"
2013,APR,STATE,1,7,TOTAL,"186,100,000"
2013,APR,STATE,5,7,TOTAL,"247,800,000"
2013,APR,STATE,6,7,TOTAL,"421,400,000"
2013,APR,STATE,8,7,TOTAL,"100,300,000"
2013,APR,STATE,9,7,TOTAL,"56,000,000"
2013,APR,STATE,12,7,TOTAL,"181,700,000"
2013,APR,STATE,13,7,TOTAL,"374,600,000"
2013,APR,STATE,17,7,TOTAL,"92,600,000"
2013,APR,STATE,18,7,TOTAL,"601,300,000"
2013,APR,STATE,19,7,TOTAL,"1,350,200,000"
2013,APR,STATE,23,7,TOTAL,"83,000,000"
2013,APR,STATE,24,7,TOTAL,"53,700,000"
2013,APR,STATE,26,7,TOTAL,"318,100,000"
2013,APR,STATE,27,7,TOTAL,"238,500,000"
2013,APR,STATE,28,7,TOTAL,"116,100,000"
2013,APR,STATE,29,7,TOTAL,"215,700,000"
2013,APR,STATE,31,7,TOTAL,"225,700,000"
2013,APR,STATE,36,7,TOTAL,"114,300,000"
2013,APR,STATE,37,7,TOTAL,"256,600,000"
2013,APR,STATE,39,7,TOTAL,"692,200,000"
2013,APR,STATE,41,7,TOTAL,"58,500,000"
2013,APR,STATE,,7,TOTAL,"603,100,000"
2013,APR,STATE,42,7,TOTAL,"627,300,000"
2013,APR,STATE,45,7,TOTAL,"96,300,000"
2013,APR,STATE,46,7,TOTAL,"64,600,000"
2013,APR,STATE,48,7,TOTAL,"413,600,000"
2013,APR,STATE,49,7,TOTAL,"80,600,000"
2013,APR,STATE,51,7,TOTAL,"60,700,000"
2013,APR,STATE,53,7,TOTAL,"168,300,000"
2013,APR,STATE,55,7,TOTAL,"121,600,000"
2013,AUG,STATE,1,7,TOTAL,"182,600,000"
2013,AUG,STATE,5,7,TOTAL,"255,200,000"
2013,AUG,STATE,6,7,TOTAL,"434,400,000"
2013,AUG,STATE,8,7,TOTAL,"121,000,000"
2013,AUG,STATE,9,7,TOTAL,"60,000,000"
2013,AUG,STATE,12,7,TOTAL,"181,100,000"
2013,AUG,STATE,13,7,TOTAL,"383,200,000"
2013,AUG,STATE,17,7,TOTAL,"105,400,000"
2013,AUG,STATE,18,7,TOTAL,"625,800,000"
2013,AUG,STATE,19,7,TOTAL,"1,369,000,000"
2013,AUG,STATE,23,7,TOTAL,"80,000,000"
2013,AUG,STATE,24,7,TOTAL,"58,000,000"
2013,AUG,STATE,26,7,TOTAL,"326,900,000"
2013,AUG,STATE,27,7,TOTAL,"252,500,000"
2013,AUG,STATE,28,7,TOTAL,"120,100,000"
2013,AUG,STATE,29,7,TOTAL,"238,900,000"
2013,AUG,STATE,31,7,TOTAL,"234,400,000"
2013,AUG,STATE,36,7,TOTAL,"116,600,000"
2013,AUG,STATE,37,7,TOTAL,"274,300,000"
2013,AUG,STATE,39,7,TOTAL,"749,100,000"
2013,AUG,STATE,41,7,TOTAL,"61,500,000"
2013,AUG,STATE,,7,TOTAL,"617,600,000"
2013,AUG,STATE,42,7,TOTAL,"635,500,000"
2013,AUG,STATE,45,7,TOTAL,"97,100,000"
2013,AUG,STATE,46,7,TOTAL,"69,100,000"
2013,AUG,STATE,48,7,TOTAL,"426,700,000"
2013,AUG,STATE,49,7,TOTAL,"96,200,000"
2013,AUG,STATE,51,7,TOTAL,"58,600,000"
2013,AUG,STATE,53,7,TOTAL,"165,700,000"
2013,AUG,STATE,55,7,TOTAL,"127,600,000"
2013,DEC,STATE,1,7,TOTAL,"182,400,000"
2013,DEC,STATE,5,7,TOTAL,"256,400,000"
2013,DEC,STATE,6,7,TOTAL,"412,300,000"
2013,DEC,STATE,8,7,TOTAL,"126,500,000"
2013,DEC,STATE,9,7,TOTAL,"56,000,000"
2013,DEC,STATE,12,7,TOTAL,"203,800,000"
2013,DEC,STATE,13,7,TOTAL,"410,500,000"
2013,DEC,STATE,17,7,TOTAL,"114,400,000"
2013,DEC,STATE,18,7,TOTAL,"660,500,000"
2013,DEC,STATE,19,7,TOTAL,"1,373,600,000"
2013,DEC,STATE,23,7,TOTAL,"84,000,000"
2013,DEC,STATE,24,7,TOTAL,"64,700,000"
2013,DEC,STATE,26,7,TOTAL,"323,700,000"
2013,DEC,STATE,27,7,TOTAL,"254,900,000"
2013,DEC,STATE,28,7,TOTAL,"115,700,000"
2013,DEC,STATE,29,7,TOTAL,"250,200,000"
2013,DEC,STATE,31,7,TOTAL,"233,700,000"
2013,DEC,STATE,36,7,TOTAL,"128,300,000"
2013,DEC,STATE,37,7,TOTAL,"284,500,000"
2013,DEC,STATE,39,7,TOTAL,"819,100,000"
2013,DEC,STATE,41,7,TOTAL,"63,300,000"
2013,DEC,STATE,,7,TOTAL,"624,700,000"
2013,DEC,STATE,42,7,TOTAL,"661,500,000"
2013,DEC,STATE,45,7,TOTAL,"99,900,000"
2013,DEC,STATE,46,7,TOTAL,"69,100,000"
2013,DEC,STATE,48,7,TOTAL,"441,500,000"
2013,DEC,STATE,49,7,TOTAL,"95,700,000"
2013,DEC,STATE,51,7,TOTAL,"63,900,000"
2013,DEC,STATE,53,7,TOTAL,"165,600,000"
2013,DEC,STATE,55,7,TOTAL,"139,600,000"
2013,FEB,STATE,1,7,TOTAL,"171,400,000"
2013,FEB,STATE,5,7,TOTAL,"225,700,000"
2013,FEB,STATE,6,7,TOTAL,"389,400,000"
2013,FEB,STATE,8,7,TOTAL,"89,000,000"
2013,FEB,STATE,9,7,TOTAL,"48,000,000"
2013,FEB,STATE,12,7,TOTAL,"169,300,000"
2013,FEB,STATE,13,7,TOTAL,"345,800,000"
2013,FEB,STATE,17,7,TOTAL,"97,000,000"
2013,FEB,STATE,18,7,TOTAL,"561,700,000"
2013,FEB,STATE,19,7,TOTAL,"1,215,000,000"
2013,FEB,STATE,23,7,TOTAL,"78,000,000"
2013,FEB,STATE,24,7,TOTAL,"52,600,000"
2013,FEB,STATE,26,7,TOTAL,"292,800,000"
2013,FEB,STATE,27,7,TOTAL,"218,300,000"
2013,FEB,STATE,28,7,TOTAL,"106,000,000"
2013,FEB,STATE,29,7,TOTAL,"192,300,000"
2013,FEB,STATE,31,7,TOTAL,"217,600,000"
2013,FEB,STATE,36,7,TOTAL,"115,200,000"
2013,FEB,STATE,37,7,TOTAL,"237,500,000"
2013,FEB,STATE,39,7,TOTAL,"639,300,000"
2013,FEB,STATE,41,7,TOTAL,"52,500,000"
2013,FEB,STATE,,7,TOTAL,"559,400,000"
2013,FEB,STATE,42,7,TOTAL,"570,500,000"
2013,FEB,STATE,45,7,TOTAL,"83,600,000"
2013,FEB,STATE,46,7,TOTAL,"61,800,000"
2013,FEB,STATE,48,7,TOTAL,"391,700,000"
2013,FEB,STATE,49,7,TOTAL,"79,600,000"
2013,FEB,STATE,51,7,TOTAL,"52,300,000"
2013,FEB,STATE,53,7,TOTAL,"148,500,000"
2013,FEB,STATE,55,7,TOTAL,"114,200,000"
2013,JAN,STATE,1,7,TOTAL,"186,000,000"
2013,JAN,STATE,5,7,TOTAL,"249,100,000"
2013,JAN,STATE,6,7,TOTAL,"430,100,000"
2013,JAN,STATE,8,7,TOTAL,"97,900,000"
2013,JAN,STATE,9,7,TOTAL,"56,000,000"
2013,JAN,STATE,12,7,TOTAL,"190,400,000"
2013,JAN,STATE,13,7,TOTAL,"375,900,000"
2013,JAN,STATE,17,7,TOTAL,"102,800,000"
2013,JAN,STATE,18,7,TOTAL,"619,000,000"
2013,JAN,STATE,19,7,TOTAL,"1,351,300,000"
2013,JAN,STATE,23,7,TOTAL,"85,000,000"
2013,JAN,STATE,24,7,TOTAL,"58,000,000"
2013,JAN,STATE,26,7,TOTAL,"324,600,000"
2013,JAN,STATE,27,7,TOTAL,"243,500,000"
2013,JAN,STATE,28,7,TOTAL,"117,200,000"
2013,JAN,STATE,29,7,TOTAL,"214,200,000"
2013,JAN,STATE,31,7,TOTAL,"236,800,000"
2013,JAN,STATE,36,7,TOTAL,"121,100,000"
2013,JAN,STATE,37,7,TOTAL,"270,800,000"
2013,JAN,STATE,39,7,TOTAL,"715,100,000"
2013,JAN,STATE,41,7,TOTAL,"59,800,000"
2013,JAN,STATE,,7,TOTAL,"621,400,000"
2013,JAN,STATE,42,7,TOTAL,"635,400,000"
2013,JAN,STATE,45,7,TOTAL,"93,700,000"
2013,JAN,STATE,46,7,TOTAL,"64,900,000"
2013,JAN,STATE,48,7,TOTAL,"442,600,000"
2013,JAN,STATE,49,7,TOTAL,"88,100,000"
2013,JAN,STATE,51,7,TOTAL,"59,600,000"
2013,JAN,STATE,53,7,TOTAL,"159,300,000"
2013,JAN,STATE,55,7,TOTAL,"131,500,000"
2013,JUL,STATE,1,7,TOTAL,"185,900,000"
2013,JUL,STATE,5,7,TOTAL,"258,700,000"
2013,JUL,STATE,6,7,TOTAL,"427,900,000"
2013,JUL,STATE,8,7,TOTAL,"111,300,000"
2013,JUL,STATE,9,7,TOTAL,"59,000,000"
2013,JUL,STATE,12,7,TOTAL,"181,200,000"
2013,JUL,STATE,13,7,TOTAL,"378,100,000"
2013,JUL,STATE,17,7,TOTAL,"102,200,000"
2013,JUL,STATE,18,7,TOTAL,"613,200,000"
2013,JUL,STATE,19,7,TOTAL,"1,357,400,000"
2013,JUL,STATE,23,7,TOTAL,"82,000,000"
2013,JUL,STATE,24,7,TOTAL,"53,500,000"
2013,JUL,STATE,26,7,TOTAL,"320,200,000"
2013,JUL,STATE,27,7,TOTAL,"249,900,000"
2013,JUL,STATE,28,7,TOTAL,"118,400,000"
2013,JUL,STATE,29,7,TOTAL,"220,800,000"
2013,JUL,STATE,31,7,TOTAL,"231,800,000"
2013,JUL,STATE,36,7,TOTAL,"117,600,000"
2013,JUL,STATE,37,7,TOTAL,"268,300,000"
2013,JUL,STATE,39,7,TOTAL,"727,800,000"
2013,JUL,STATE,41,7,TOTAL,"61,700,000"
2013,JUL,STATE,,7,TOTAL,"618,900,000"
2013,JUL,STATE,42,7,TOTAL,"625,800,000"
2013,JUL,STATE,45,7,TOTAL,"97,800,000"
2013,JUL,STATE,46,7,TOTAL,"73,700,000"
2013,JUL,STATE,48,7,TOTAL,"425,900,000"
2013,JUL,STATE,49,7,TOTAL,"97,900,000"
2013,JUL,STATE,51,7,TOTAL,"57,800,000"
2013,JUL,STATE,53,7,TOTAL,"161,500,000"
2013,JUL,STATE,55,7,TOTAL,"126,000,000"
2013,JUN,STATE,1,7,TOTAL,"185,800,000"
2013,JUN,STATE,5,7,TOTAL,"250,600,000"
2013,JUN,STATE,6,7,TOTAL,"408,000,000"
2013,JUN,STATE,8,7,TOTAL,"101,100,000"
2013,JUN,STATE,9,7,TOTAL,"55,000,000"
2013,JUN,STATE,12,7,TOTAL,"174,700,000"
2013,JUN,STATE,13,7,TOTAL,"373,600,000"
2013,JUN,STATE,17,7,TOTAL,"91,100,000"
2013,JUN,STATE,18,7,TOTAL,"608,900,000"
2013,JUN,STATE,19,7,TOTAL,"1,321,500,000"
2013,JUN,STATE,23,7,TOTAL,"81,000,000"
2013,JUN,STATE,24,7,TOTAL,"52,600,000"
2013,JUN,STATE,26,7,TOTAL,"305,600,000"
2013,JUN,STATE,27,7,TOTAL,"237,600,000"
2013,JUN,STATE,28,7,TOTAL,"114,900,000"
2013,JUN,STATE,29,7,TOTAL,"207,900,000"
2013,JUN,STATE,31,7,TOTAL,"226,400,000"
2013,JUN,STATE,36,7,TOTAL,"110,900,000"
2013,JUN,STATE,37,7,TOTAL,"264,900,000"
2013,JUN,STATE,39,7,TOTAL,"715,600,000"
2013,JUN,STATE,41,7,TOTAL,"60,200,000"
2013,JUN,STATE,,7,TOTAL,"599,100,000"
2013,JUN,STATE,42,7,TOTAL,"606,800,000"
2013,JUN,STATE,45,7,TOTAL,"95,200,000"
2013,JUN,STATE,46,7,TOTAL,"71,400,000"
2013,JUN,STATE,48,7,TOTAL,"415,800,000"
2013,JUN,STATE,49,7,TOTAL,"94,500,000"
2013,JUN,STATE,51,7,TOTAL,"57,400,000"
2013,JUN,STATE,53,7,TOTAL,"156,200,000"
2013,JUN,STATE,55,7,TOTAL,"120,500,000"
2013,MAR,STATE,1,7,TOTAL,"196,300,000"
2013,MAR,STATE,5,7,TOTAL,"254,200,000"
2013,MAR,STATE,6,7,TOTAL,"438,000,000"
2013,MAR,STATE,8,7,TOTAL,"100,100,000"
2013,MAR,STATE,9,7,TOTAL,"56,000,000"
2013,MAR,STATE,12,7,TOTAL,"189,400,000"
2013,MAR,STATE,13,7,TOTAL,"388,900,000"
2013,MAR,STATE,17,7,TOTAL,"100,300,000"
2013,MAR,STATE,18,7,TOTAL,"619,900,000"
2013,MAR,STATE,19,7,TOTAL,"1,385,300,000"
2013,MAR,STATE,23,7,TOTAL,"87,000,000"
2013,MAR,STATE,24,7,TOTAL,"56,100,000"
